feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,simplified_makeup,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,exudate_type,lability
14111,83,Primary amines,N/A,Primary amines,0.84,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Bad quality,12,30,6,3,1,0,-0.916666666666667,86.42500000000001,3,N/A,uncharacterized,Day,0.016559587147716107,NA,NA,NA,NA,1,CCA,labile
14222,21,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.94,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,39,1,5,0,0,-1.2380952380952381,95.58571428571429,3,N/A,CHON,Day,NA,NA,0.004731964727757531,0.04947271660930673,NA,2,Coral,labile
14320,6644,"8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid",2,Phosphate esters,1,CHEMONTID:0000408,4,CHEMONTID:0000402,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,NA,Low probability,22,49,1,8,1,0,-1.5909090909090908,105.64090909090908,2,"InChI=1S/C20H34O4/c1-2-3-4-5-6-7-8-9-12-15-18(21)19(22)16-13-10-11-14-17-20(23)24/h6-7,9-10,12-13,18-19,21-22H,2-5,8,11,14-17H2,1H3,(H,23,24)/b7-6-,12-9-,13-10-",uncharacterized,Day,NA,NA,0.007730693657210197,NA,NA,1,Pocillopora verrucosa,labile
14416,695,Vincristine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Day,NA,NA,NA,0.023104861953708176,NA,1,Porites lobata,labile
14615,17,N-Oleoyltaurine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",uncharacterized,Day,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile
14621,17,N-Oleoyltaurine,2,Primary amines,0.91,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",uncharacterized,Day,NA,NA,1.025153788559727e-7,NA,NA,1,Pocillopora verrucosa,labile
14682,-1,(-)-Secoisolariciresinol,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,19,20,4,0,0,0,-0.4210526315789478,72.30000000000001,1,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1",uncharacterized,Day,NA,NA,0.0013609550133078902,NA,NA,1,Pocillopora verrucosa,labile
14878,2918,Triazoles,N/A,Triazoles,0.96,CHEMONTID:0000099,4,CHEMONTID:0000436,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0000099,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,NA,NA,NA,NA,Good,17,44,6,2,1,0,-1.5882352941176467,105.56470588235294,3,N/A,CHONP,Day,NA,NA,0.03507639261492797,NA,NA,1,Pocillopora verrucosa,labile
14888,1730,Spectral Match to Oleoyl L-carnitine from NIST14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Day,NA,NA,NA,NA,0.0014236479017445838,1,Turf,labile
15101,2938,"NCGC00384954-01_C28H37NO8_2-[(6'R,8a'S)-4,6'-Dihydroxy-2',5',5',8a'-tetramethyl-6-oxo-3',4',4a',5',6,6',7',8,8',8a'-decahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalen]-7(3H)-yl]pentanedioic acid",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C28H37NO8/c1-14-5-7-20-26(2,3)21(31)9-10-27(20,4)28(14)12-16-19(30)11-15-17(23(16)37-28)13-29(24(15)34)18(25(35)36)6-8-22(32)33/h11,14,18,20-21,30-31H,5-10,12-13H2,1-4H3,(H,32,33)(H,35,36)/t14?,18?,20?,21-,27+,28?/m1/s1",uncharacterized,Day,NA,NA,NA,0.013706486597206096,NA,1,Porites lobata,labile
15119,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.85,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,37,1,5,0,0,-1.2631578947368425,96.30000000000001,3,N/A,CHON,Day,NA,NA,NA,2.523380030273814e-9,NA,1,Porites lobata,labile
15198,141,3-Iodo-L-tyrosine,1,Aralkylamines,0.97,CHEMONTID:0003899,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0003899,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,1,"InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)",uncharacterized,Day,NA,NA,0.007628609364755549,NA,NA,1,Pocillopora verrucosa,labile
15291,-1,Guanidines,N/A,Guanidines,0.98,CHEMONTID:0000375,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000375,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,NA,NA,NA,NA,Good,19,38,4,4,0,0,-0.9473684210526319,87.30000000000001,3,N/A,CHON,Day,NA,NA,0.002365339770599105,NA,NA,1,Pocillopora verrucosa,labile
15427,-1,Amines,N/A,Amines,0.89,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,23,45,1,6,0,0,-1.304347826086956,97.47391304347825,3,N/A,uncharacterized,Day,NA,NA,5.779381643425246e-14,NA,NA,1,Pocillopora verrucosa,labile
15479,918,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,Day,NA,NA,NA,NA,0.01786009017267111,1,Turf,labile
15539,131,N-acyl-alpha amino acids and derivatives,N/A,N-acyl-alpha amino acids and derivatives,1,CHEMONTID:0001189,7,CHEMONTID:0000060,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347;CHEMONTID:0000060;CHEMONTID:0001189,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives,NA,Good,22,32,4,12,0,0,0.18181818181818166,55.11818181818182,3,N/A,CHON,Day,NA,NA,0.01871832747590236,0.011675421510472477,NA,2,Coral,labile
15587,-1,Ricinoleic Acid methyl ester,2,Carbonyl compounds,0.93,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Low probability,24,52,3,6,1,0,-1.5,103.05,2,"InChI=1S/C19H36O3/c1-3-4-5-12-15-18(20)16-13-10-8-6-7-9-11-14-17-19(21)22-2/h10,13,18,20H,3-9,11-12,14-17H2,1-2H3/b13-10-/t18-/m1/s1",uncharacterized,Day,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile
15989,37,"(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C42H66O15/c1-37(2)13-15-42(36(53)57-34-30(49)27(46)26(45)22(18-43)54-34)16-14-40(5)20(21(42)17-37)7-8-24-38(3)11-10-25(39(4,19-44)23(38)9-12-41(24,40)6)55-35-31(50)28(47)29(48)32(56-35)33(51)52/h7,21-32,34-35,43-50H,8-19H2,1-6H3,(H,51,52)/t21?,22-,23?,24?,25+,26-,27+,28+,29+,30-,31-,32+,34+,35-,38+,39+,40-,41-,42+/m1/s1",uncharacterized,Day,NA,NA,NA,0.004790011913961823,NA,1,Porites lobata,labile
16046,21,3-Hydroxyhexadecanoylcarnitine,1,Amines,0.87,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,23,45,1,5,0,0,-1.391304347826087,99.95217391304348,1,"InChI=1S/C23H45NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)17-23(28)29-21(18-22(26)27)19-24(2,3)4/h20-21,25H,5-19H2,1-4H3/t20?,21-/m1/s1",uncharacterized,Day,NA,NA,3.607167849444181e-7,NA,NA,1,Pocillopora verrucosa,labile
16286,-1,"5.alpha.-Pregnan-17-ol-3,20-dione",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,14,22,0,3,0,0,-1.1428571428571432,92.87142857142858,2,"InChI=1S/C21H32O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h14,16-18,24H,4-12H2,1-3H3/t14-,16+,17-,18-,19-,20-,21-/m0/s1",uncharacterized,Day,NA,NA,NA,1.0784165526294641e-7,NA,1,Porites lobata,labile
16292,-1,Alkyl phosphates,N/A,Alkyl phosphates,1,CHEMONTID:0003457,5,CHEMONTID:0000408,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408;CHEMONTID:0003457,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Alkyl phosphates,NA,NA,NA,Low probability,13,19,2,13,1,0,0.6153846153846154,42.76153846153846,3,N/A,uncharacterized,Day,0.0030824896166857024,NA,NA,NA,NA,1,CCA,labile
16439,131,N-acyl-alpha amino acids and derivatives,N/A,N-acyl-alpha amino acids and derivatives,1,CHEMONTID:0001189,7,CHEMONTID:0000060,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347;CHEMONTID:0000060;CHEMONTID:0001189,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives,NA,Good,23,34,4,12,0,0,0.08695652173913038,57.82173913043478,3,N/A,CHON,Day,NA,NA,0.01649041438631658,0.007420191865057683,NA,2,Coral,labile
16452,1018,MoNA:843845 Decacarboxy sulfophenyl carboxylic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C16H24O5S/c17-16(18)9-7-5-3-1-2-4-6-8-14-10-12-15(13-11-14)22(19,20)21/h10-13H,1-9H2,(H,17,18)(H,19,20,21)",uncharacterized,Day,NA,NA,0.006768330079189621,NA,NA,1,Pocillopora verrucosa,labile
16899,113,Carbonyl compounds,N/A,Carbonyl compounds,0.92,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,22,41,1,6,0,0,-1.1818181818181817,93.98181818181817,3,N/A,CHON,Day,NA,NA,1.1046363745611646e-8,NA,NA,1,Pocillopora verrucosa,labile
16912,4779,Undecanedioic acid,2,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,14,23,1,4,0,0,-0.8571428571428568,84.72857142857141,2,"InChI=1S/C11H20O4/c12-10(13)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,12,13)(H,14,15)",CHON,Day,NA,NA,NA,NA,0.0019154356089463856,1,Turf,labile
17039,199,Carbonyl compounds,N/A,Carbonyl compounds,0.99,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,20,36,2,6,0,0,-0.9000000000000004,85.95,3,N/A,CHON,Day,NA,8.731811208535464e-9,NA,NA,NA,1,Dictyota,labile
17083,21,3-Hydroxyoleylcarnitine,2,Amines,0.91,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,20,37,1,5,0,0,-1.2000000000000002,94.5,2,N/A,CHON,Day,NA,NA,0.00886012676873251,NA,NA,1,Pocillopora verrucosa,labile
17171,434,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,14,28,0,8,0,0,-0.8571428571428568,84.72857142857141,3,N/A,CHO,Day,NA,NA,0.0033819812032844167,NA,NA,1,Pocillopora verrucosa,labile
17257,3623,Carbonyl compounds,N/A,Carbonyl compounds,0.96,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Low probability,22,34,0,12,0,0,-0.45454545454545414,73.25454545454544,3,N/A,uncharacterized,Day,NA,NA,NA,1.4367489133579999e-10,NA,1,Porites lobata,labile
17264,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,N/A,uncharacterized,Day,NA,NA,NA,1.1178984148533645e-4,NA,1,Porites lobata,labile
17292,5082,(R)-(+)-Citronellic acid,2,Amines,0.94,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Good,14,31,1,2,0,0,-1.7142857142857144,109.15714285714286,2,"InChI=1S/C10H18O2/c1-8(2)5-4-6-9(3)7-10(11)12/h5,9H,4,6-7H2,1-3H3,(H,11,12)/t9-/m1/s1",CHON,Day,NA,NA,7.553846312126654e-5,0.0015238763524602747,NA,2,Coral,labile
17304,-1,Glycosylamines,N/A,Glycosylamines,0.91,CHEMONTID:0002203,6,CHEMONTID:0002105,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0000011;CHEMONTID:0002105;CHEMONTID:0002203,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,Glycosylamines,NA,NA,Good,19,32,16,6,1,0,1.210526315789474,25.79999999999999,3,N/A,CHONP,Day,NA,NA,NA,0,NA,1,Porites lobata,labile
17318,-1,Matairesinol,2,Alkanolamines,0.86,CHEMONTID:0002460,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002460,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,NA,NA,NA,Good,14,31,1,2,0,0,-1.7142857142857144,109.15714285714286,2,"InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1",CHON,Day,NA,NA,0.0033112129436768563,0.0137572653261389,NA,2,Coral,labile
17994,1018,MoNA:843845 Decacarboxy sulfophenyl carboxylic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C16H24O5S/c17-16(18)9-7-5-3-1-2-4-6-8-14-10-12-15(13-11-14)22(19,20)21/h10-13H,1-9H2,(H,17,18)(H,19,20,21)",uncharacterized,Day,NA,NA,5.207499784309103e-4,NA,NA,1,Pocillopora verrucosa,labile
18075,21,16-Hydroxyhexadecanoic acid,2,Carboxylic acid derivatives,0.86,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,21,39,1,6,0,0,-1.1428571428571432,92.87142857142858,2,"InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)",CHON,Day,NA,NA,0,3.572105199144097e-4,NA,2,Coral,labile
18113,21,Fastigilin B,2,Carbonyl compounds,0.88,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,22,43,1,5,0,0,-1.3636363636363633,99.16363636363636,2,"InChI=1S/C20H26O6/c1-9(2)8-14(22)25-18-15-11(4)19(24)26-17(15)16(23)10(3)12-6-7-13(21)20(12,18)5/h6-8,10-12,15-18,23H,1-5H3/t10-,11-,12-,15+,16+,17-,18-,20-/m0/s1",CHON,Day,NA,NA,3.622214777123184e-4,NA,NA,1,Pocillopora verrucosa,labile
18150,91,Auranofin,2,Primary amines,0.98,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Low probability,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C14H20O9S.C6H15P.Au/c1-6(15)19-5-10-11(20-7(2)16)12(21-8(3)17)13(14(24)23-10)22-9(4)18;1-4-7(5-2)6-3;/h10-14,24H,5H2,1-4H3;4-6H2,1-3H3;/q;;+1/p-1/t10-,11-,12+,13-,14+;;/m1../s1",uncharacterized,Day,0.02181056769418734,NA,NA,NA,NA,1,CCA,labile
18312,21,L-Arachidonoylcarnitine,2,Carbonyl compounds,0.84,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,18,33,1,5,0,0,-1.1111111111111107,91.96666666666665,2,N/A,CHON,Day,NA,NA,NA,0.03858574352689742,NA,1,Porites lobata,labile
18373,1426,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,12,28,10,4,0,0,0.8333333333333335,36.55,3,N/A,CHON,Day,NA,0.03474487340685491,NA,NA,NA,1,Dictyota,labile
19553,857,CAY10487,2,Carboxylic acid derivatives,0.88,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,38,2,4,0,0,-1.2631578947368425,96.30000000000001,2,N/A,CHON,Day,NA,NA,2.5791793819007968e-5,NA,NA,1,Pocillopora verrucosa,labile
19556,4896,Spectral Match to Pinolenic acid from NIST14,2,Amines,0.99,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,16,35,1,3,0,0,-1.625,106.6125,2,N/A,uncharacterized,Day,NA,NA,NA,0.012437195356645217,NA,1,Porites lobata,labile
19610,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,28,35,1,0,0,0,-1.1428571428571432,92.87142857142858,3,N/A,uncharacterized,Day,NA,NA,NA,0,NA,1,Porites lobata,labile
19843,857,"3,4-Dihydroxycinnamic acid (L-alanine methyl ester) amide",2,Carboxylic acid derivatives,0.95,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,38,2,4,0,0,-1.2631578947368425,96.30000000000001,2,"InChI=1S/C13H15NO5/c1-8(13(18)19-2)14-12(17)6-4-9-3-5-10(15)11(16)7-9/h3-8,15-16H,1-2H3,(H,14,17)/b6-4-/t8-/m0/s1",CHON,Day,NA,NA,6.231816112372034e-6,NA,NA,1,Pocillopora verrucosa,labile
19845,-1,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,16,43,7,0,1,0,-1.6875,108.39375,3,N/A,uncharacterized,Day,NA,NA,0.005745506934215325,NA,NA,1,Pocillopora verrucosa,labile
19864,1018,MoNA:869692 Decacarboxy sulfophenyl carboxylic acid,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low probability,12,20,7,3,0,0,0.5833333333333335,43.675,2,"InChI=1S/C16H24O5S/c17-16(18)9-7-5-3-1-2-4-6-8-14-10-12-15(13-11-14)22(19,20)21/h10-13H,1-9H2,(H,17,18)(H,19,20,21)",uncharacterized,Day,NA,NA,3.6102695913705257e-4,NA,NA,1,Pocillopora verrucosa,labile
20171,1018,MoNA:843845 Decacarboxy sulfophenyl carboxylic acid,2,Primary amines,0.96,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Low probability,11,25,11,3,0,0,1.272727272727273,24.027272727272717,2,"InChI=1S/C16H24O5S/c17-16(18)9-7-5-3-1-2-4-6-8-14-10-12-15(13-11-14)22(19,20)21/h10-13H,1-9H2,(H,17,18)(H,19,20,21)",uncharacterized,Day,NA,NA,0.0029114898145326104,NA,NA,1,Pocillopora verrucosa,labile
20201,4524,Amines,N/A,Amines,0.94,CHEMONTID:0002449,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA,Bad quality,19,33,2,2,0,0,-1.2105263157894735,94.79999999999998,3,N/A,uncharacterized,Day,NA,NA,0.02011576615596961,NA,NA,1,Pocillopora verrucosa,labile
20324,-1,"[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate",2,Carbonyl compounds,0.97,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Good,21,34,0,11,0,0,-0.5714285714285712,76.58571428571427,2,"InChI=1S/C20H26O6/c1-12(2)7-18(23)25-16-8-14(10-21)5-4-6-15(11-22)9-17-19(16)13(3)20(24)26-17/h5,9-10,12,16-17,19,22H,3-4,6-8,11H2,1-2H3/b14-5+,15-9-",CHO,Day,NA,NA,1.9281627798611713e-7,NA,NA,1,Pocillopora verrucosa,labile
20677,5828,Imidazoles,N/A,Imidazoles,0.97,CHEMONTID:0000078,4,CHEMONTID:0000436,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0000078,Organic compounds,Organoheterocyclic compounds,Azoles,Imidazoles,NA,NA,NA,NA,Bad quality,12,30,16,1,1,0,1.25,24.674999999999997,3,N/A,uncharacterized,Day,NA,NA,8.937605670213389e-9,NA,NA,1,Pocillopora verrucosa,labile
20722,21,Oleoyl-L-carnitine,2,Carbonyl compounds,0.96,CHEMONTID:0001831,4,CHEMONTID:0000323,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000323;CHEMONTID:0001831,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA,Bad quality,20,39,1,5,0,0,-1.2999999999999998,97.35,2,"InChI=1S/C25H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(21-24(27)28)22-26(2,3)4/h12-13,23H,5-11,14-22H2,1-4H3/b13-12-/t23-/m1/s1",uncharacterized,Day,NA,NA,3.1881955307364344e-8,0,NA,2,Coral,labile
